UKPRN,UnitOfAssessment,MultipleSubmission,Identifier,OutputType,Title,Place,Publisher,VolumeTitle,Volume,Issue,FirstPage,ArticleNumber,ISBN,ISSN,DOI,PatentNumber,Year,URL,NumberOfAdditionalAuthors,IsNonEnglishOutput,IsInterdisciplinary,ProposeDoubleWeighting,IsReserveOutput,DoubleWeightingStatement,EnglishAbstract,ResearchGroup,CitedByCount,CrossReferToUoa,CitationsApplicable,AdditionalInformation
10007760,21,Source,1527909,D,Rallying Intolerance in the Valleys: Explaining support for extreme right in Wales.,Source,Source,British Politics,8,Source,433,Source,Source,1746918X,10.1057/bp.2013.7,Source,2013,http://dx.doi.org/10.1057/bp.2013.7,1,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10007760,21,Source,1527912,D,"The IMF, the World Bank, and the Global Economic Crisis: Exploring Paradigm Continuity",Source,Source,Development and Change,43,4,869,Source,Source,0012155X,10.1111/j.1467-7660.2012.01781.x,Source,2012,Source,Source,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10007760,21,Source,1559279,D,"The youth movement Nashi: contentious politics, civil society, and party politics",Source,Source,East European Politics,28,3,256,Source,Source,2159-9173,10.1080/21599165.2012.691424,Source,2012,Source,1,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10007760,21,Source,1564186,D,British Brinkmanship and Gaelic Games: EU Treaty Ratification in the UK and Ireland from a Two Level Game Perspective,Source,Source,The British Journal of Politics & International Relations,n/a,Source,n/a,Source,Source,13691481,10.1111/1467-856X.12015,Source,2013,Source,1,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10007760,21,Source,1564188,D,Polanyi in Brussels or Luxembourg? Social rights and market regulation in European insurance,Source,Source,Regulation & Governance,n/a,Source,n/a,Source,Source,17485983,10.1111/rego.12021,Source,2013,Source,Source,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10007760,21,Source,1564189,C,The Regulatory Politics of Private Pensions in the UK and Germany,Source,Palgrave Macmillan,The New Regulatory State: Regulating Pensions in Germany and the UK,Source,Source,Source,Source,9780230272057,Source,Source,Source,2011,Source,Source,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10007760,21,Source,1564190,D,Prime Minister's questions as political ritual,Source,Source,British Politics,7,4,314,Source,Source,1746-9198,10.1057/bp.2012.13,Source,2012,Source,Source,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10007760,21,Source,1564191,D,"American political affiliation, 2003–43: A cohort component projection",Source,Source,Population Studies,66,1,53,Source,Source,1477-4747,10.1080/00324728.2011.628047,Source,2012,Source,2,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10007760,21,Source,2638793,D,"Defending the open society: Foucault, Hayek, and the problem of biopolitical order",Source,Source,Economy and Society,42,2,304,Source,Source,1469-5766,10.1080/03085147.2012.687929,Source,2013,Source,Source,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220931,D,Underground railroads: citizen entitlements and unauthorized mobility in the antebellum period and today,Source,Source,Journal of Global Ethics,6,3,223,Source,Source,1744-9626,10.1080/17449626.2010.524795,Source,2010,http://dx.doi.org/10.1080/17449626.2010.524795,0,False,Source,False,True,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220932,D,The Spectre and the Simulacrum: History of Baudrillard,Source,Source,Theory Culture & Society,25,6,69,Source,Source,0263-2764,10.1177/0263276408095545,Source,2008,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220933,D,"Competing Rationalities: Russia, the EU and the “Shared Neighbourhood""",Source,Source,Europe-Asia Studies,61,19,1689,Source,Source,0966-8136,10.1080/09668130903278918,Source,2009,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220934,D,Russian Foreign Policy and the Global Political Environment,Source,Source,Problems of Post-Communism,55,5,28,Source,Source,1075-8216,10.2753/PPC1075-8216550503,Source,2008,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220935,D,From Pristina to Tskhinvali: the legacy of Operation Allied Force in Russia's relations with the West,Source,Source,International Affairs,85,3,575,Source,Source,0020-5850,10.1111/j.1468-2346.2009.00815.x,Source,2009,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220936,A,The Political Economy of European Social Democracy: A Critical Realist Perspective,Source,Routledge,Source,Source,Source,Source,Source,9780415462136,Source,Source,Source,2009,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220937,D,Misperceiving Matters: Elite Ideas and the Failure of the European Constitution,Source,Source,Comparative European Politics,6,1,33,Source,Source,1472-4790,10.1057/palgrave.cep.6110121,Source,2008,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220938,D,Explaining the underdevelopment of 'Social Europe': a critical realization,Source,Source,Journal of European Social Policy,18,3,232,Source,Source,0958-9287,10.1177/0958928708091057,Source,2008,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220939,D,"The European rescue, recommodification, and/or reterritorialisation of the (becoming-capitalist) state? Marx, Deleuze, Guattari, and the European Union",Source,Source,Journal of International Relations and Development,13,4,325,Source,Source,1408-6980,10.1057/jird.2010.14,Source,2010,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220940,D,Re-Structuring Power,Source,Source,Polity,42,3,352,Source,Source,0032-3497,10.1057/pol.2010.9,Source,2010,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220941,D,"How do we know it's not been done yet?! Trust, trust building and regulation of stem cell research",Source,Source,Science and Public Policy,37,9,703,Source,Source,0302-3427,Source,Source,2010,Source,3,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220942,D,Managing Dissent in a Post-genocide Environment: The Challenge of Political Space in Rwanda,Source,Source,Development and Change,41,2,225,Source,Source,0012-155X,10.1111/j.1467-7660.2010.01640.x,Source,2010,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220943,D,Aiding State Building and Sacrificing Peace Building? The Rwanda-UK relationship 1994-2011,Source,Source,Third World Quarterly,32,10,1911,Source,Source,0143-6597,10.1080/01436597.2011.610593,Source,2011,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220944,D,"Peacekeeping, Regime Security and 'African Solutions to African Problems': exploring motivations for Rwanda's involvement in Darfur",Source,Source,Third World Quarterly,31,5,739,Source,Source,0143-6597,10.1080/01436597.2010.503566,Source,2010,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220945,D,"Democracy, identity and the politics of exclusion in post-genocide Rwanda: the case of the Batwa",Source,Source,Democratization,18,2,490,Source,Source,1351-0347,10.1080/13510347.2011.553367,Source,2011,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220946,D,Emergent Strategic Management and Planning Mechanisms in Complex Adaptive Systems,Source,Source,Public Management Review,10,3,319,Source,Source,1471-9037,10.1080/14719030802002741,Source,2008,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220947,D,More quality through competitive quality awards? An impact assessment framework,Source,Source,International Review of Administrative Sciences,75,3,383,Source,Source,0020-8523,10.1177/0020852309337687,Source,2009,Source,1,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220948,A,Third Wave Feminism and the Politics of Gender in Late Modernity,Source,Palgrave Macmillan,Source,Source,Source,Source,Source,9780230580909,Source,Source,Source,2011,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,"Material in common with 2011 (but written and submitted 2009) anthology chapter 'The Contradictions of Successful Femininity: Third Wave Feminism, Postfeminism and ‘New’ Femininities'.  In the book similar themes (and others) are extended to new areas, are evaluated in much greater depth and more rigorously contextualized in order to develop a sustained analysis and independent argument not present in the chapter."
10006840,21,Source,3220949,D,Couple Culture and the Production of Singleness,Source,Source,Sexualities,11,3,301,Source,Source,1363-4607,10.1177/1363460708089422,Source,2008,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220950,C,"The Contradictions of Successful Femininity: Third Wave Feminism, Postfeminism and ‘New’ Femininities",Source,Palgrave,"New Femininities: Postfeminism, Neoliberalism and Subjectivity",Source,Source,Source,Source,9780230223349,Source,Source,Source,2011,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,The draft of this chapter was submitted in January of 2009 and accepted in February 2009 subject to minor revisions. The final version was then accepted by the editors in June 2009. The chapter offers an overview of some of the key issues and debates which subsequently appear in the 2011 monograph 'Third Wave Feminism and the Politics of Gender in Late Modernity'.
10006840,21,Source,3220951,D,Depoliticising Monetary Policy: The Minimum Lending Rate Experiment in Britain in the 1970s,Source,Source,New Political Economy,16,4,463,Source,Source,1356-3467,10.1080/13563467.2011.532202,Source,2011,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220952,A,The Practice of Global Citizenship,Source,Cambridge University Press,Source,Source,Source,Source,Source,9780521199360,Source,Source,Source,2010,Source,0,False,Source,True,False,"Field research included more than 250 in-depth, semi-structured qualitative interviews with border enforcement agents, anti-immigration activists, immigration-rights activists and unauthorized immigrants in the United States, northern and southern Mexico, Spain (including Ceuta in N. Africa), Brussels, the UK and Ireland. The book draws on original research involving formal surveys on immigration issues administered to more than 300 subjects, and subsequent quantitative analysis of the data. It was recognized with the 2011 Yale H. Ferguson Award from the International Studies Assocation-Northeast, for its contribution to promoting the use of plural methods in political science/international relations.",Source,Source,Source,Source,False,"Field research for the Practice of Global Citizenship included more than 250 in-depth, semi-structured qualitative interviews with border enforcement agents, anti-immigration activists, immigration-rights activists and unauthorized immigrants in the United States, northern and southern Mexico, Spain (including Ceuta in N. Africa), Brussels, the UK and Ireland. In addition, the book draws on original research by the author and a colleague involving formal surveys on immigration issues administered to more than 300 subjects, and subsequent quantitative analysis of the data. Both the qualitative and quantitative findings fundamentally informed the book's normative arguments on global citizenship. It was recognized with the 2011 Yale H. Ferguson Award from the International Studies Assocation-Northeast, for its contribution to promoting the use of plural methods in political science/international relations."
10006840,21,Source,3220953,D,An Archaeology of Borders: Qualitative Political Theory as a Tool in Addressing Moral Distance,Source,Source,Journal of Global Ethics,5,2,109,Source,Source,1744-9626,10.1080/17449620903110276,Source,2009,http://dx.doi.org/10.1080/17449620903110276,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220954,D,Minutemen and Desert Samaritans: Mapping the Attitudes of Activists on the United States' Immigration Front Lines,Source,Source,Journal of Ethnic and Migration Studies,36,4,673,Source,Source,1369-183X,10.1080/13691830903531967,Source,2010,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=1819948,1,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220955,D,"Assessing the Debate, Assessing the Damage: Transatlantic Relations after Bush",Source,Source,British Journal of Politics and International Relations,11,1,4,Source,Source,1369-1481,10.1111/j.1467-856X.2008.00348.x,Source,2009,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220956,D,Innovation and precedent in the Kosovo war: the impact of Operation Allied Force on US foreign policy,Source,Source,International Affairs,85,3,531,Source,Source,0020-5850,10.1111/j.1468-2346.2009.00812.x,Source,2009,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220957,D,The double interregnum: UK-US relations beyond Blair and Bush,Source,Source,International Affairs,84,6,1131,Source,Source,0020-5850,10.1111/j.1468-2346.2008.00761.x,Source,2008,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220958,D,Legitimacy and Non-State Political Violence,Source,Source,Journal of Political Philosophy,18,3,287,Source,Source,0963-8016,10.1111/j.1467-9760.2009.00345.x,Source,2010,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220959,D,"Fairness and Liability in the Just War: Combatants, Non-combatants and Lawful Irregulars",Source,Source,Political Studies,61,1,142,Source,Source,0032-3217,10.1111/j.1467-9248.2012.00954.x,Source,2013,http://onlinelibrary.wiley.com/doi/10.1111/j.1467-9248.2012.00954.x/pdf,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220960,D,Dirty hands and the romance of the ticking bomb terrorist: a Humean account,Source,Source,Critical Review of International Social and Political Philosophy,14,4,421,Source,Source,1369-8230,10.1080/09692290.2010.517978,Source,2011,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220961,D,How to do things with the word 'terrorist',Source,Source,Review of International Studies,35,4,751,Source,Source,0260-2105,10.1017/S0260210509990167,Source,2009,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220962,D,Learning to Learn and Building Communities of Practice: Non-governmental Organisations and Examples from Mine Action in Southeast Asia,Source,Source,Global Society,23,3,269,Source,Source,1360-0826,10.1080/13600820902958055,Source,2009,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220963,D,"Transnational Advocacy: New Spaces, New Voices",Source,Source,Alternatives,36,4,288,Source,Source,0304-3754,10.1177/0304375411430622,Source,2011,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220964,A,Japan’s International Relations,Source,Routledge,Source,Source,Source,Source,Source,9780415587433,Source,Source,Source,2011,Source,3,False,Source,False,False,Source,Source,Source,Source,Source,False,"Many new areas are included in this latest edition. In addition to updating the pre-existing sections, Gilson wrote the sections on changes to the European Union, and changes and advances in EU-Japan relations, particularly over enlargement and new economic factors. She added new sections on the idea of an 'expanded' Europe, to cover Japan's relations with Russia, Central Asia and the Balkans. She also expanded work on the role of non-governmental organisations and Japanese-EU cooperation in peacekeeping, and explored the idea of 'new security' through an examination of energy. She was also jointly responsible (with Dobson) for writing the new conclusion."
10006840,21,Source,3220965,D,From the Politics of State-building to Programmatic Politics: The Post-Federal Experience and the Development of Centre-Right Party Politics in Croatia and Slovakia,Source,Source,Party Politics,14,4,435,Source,Source,1354-0688,10.1177/1354068808090254,Source,2008,Source,1,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220966,D,Toward a More Useful Conceptualization of Populism: Types and Degrees of Populist Appeals in the Case of Slovakia’,Source,Source,Politics and Policy,37,4,821,Source,Source,1555-5623,10.1111/j.1747-1346.2009.00200.x,Source,2009,Source,1,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220967,D,"Money, Organization and the State: The Partial Cartelization of Party Politics in Slovenia",Source,Source,Communist and Post-Communist Studies,44,3,199,Source,Source,1463-1377,10.1016/j.postcomstud.2011.07.003,Source,2011,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220968,D,"From guardians to democrats? Attempts to explain change and continuity in the civil–military relations of post-authoritarian Indonesia, Thailand and the Philippines",Source,Source,Pacific Review,24,2,249,Source,Source,0951-2748,10.1080/09512748.2011.560959,Source,2011,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220969,D,Policing Mars or Venus? Comparing European and US approaches to police assistance,Source,Source,European Security,20,3,363,Source,Source,0966-2839,10.1080/09662839.2011.605355,Source,2011,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220970,D,Are European Election Campaigns Europeanized? The Case of the Party of European Socialists in 2009,Source,Source,Government and Opposition,46,3,321,Source,Source,0017-257X,10.1111/j.1477-7053.2011.01341.x,Source,2011,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220971,D,"'Negotiating with Ghosts': Religion, Conflict and Peace in Northern Uganda",Source,Source,The Round Table,402,Source,319,Source,Source,0035-8533,10.1080/00358530902895402,Source,2009,http://dx.doi.org/10.1080/00358530902895402,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220972,D,Security Sector Reform and State Building,Source,Source,Third World Quarterly,32,10,1803,Source,Source,0143-6597,10.1080/01436597.2011.610577,Source,2011,http://dx.doi.org/10.1080/01436597.2011.610577,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220973,C,What makes progressive ideology? Lessons from the Third Way,Source,Palgrave Macmillan,British Party Politics and Ideology after New Labour,Source,Source,Source,Source,978-0-230-22076-8,Source,Source,Source,2010,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
10006840,21,Source,3220974,C,"Prince of modernisers: Gramsci, New Labour and the meaning of modernity",Source,Routledge,Gramsci and Global Politics: Hegemony and Resistance : Hegemony and Resistance,Source,Source,Source,Source,0-415-47469-8,Source,Source,Source,2009,Source,0,False,Source,False,False,Source,Source,Source,Source,Source,False,Source
